order_id,product_id,quantity,selling_price
93,178,37,33.44
94,131,8,74.8
94,174,49,43.12
94,53,32,63.36
94,173,37,157.52
95,12,49,94.16
95,144,21,69.52
96,140,21,71.28
96,64,8,201.52
97,52,45,81.84
98,172,35,166.32
98,61,50,79.2
98,62,5,61.6
98,132,49,44.88
99,35,50,116.16
99,37,42,85.36
99,145,20,113.52
100,195,15,183.04
100,174,47,43.12
100,40,43,171.6
100,119,58,37.84
101,4,28,94.16
101,125,18,180.4
101,12,8,94.16
102,180,24,51.04
103,120,41,86.24
103,93,23,187.44
103,44,40,160.16
103,19,7,132.88
104,190,41,57.2
104,68,11,150.48
104,166,36,78.32
105,3,27,105.6
105,24,46,80.96
105,74,45,142.56
106,168,20,95.04
106,21,13,56.32
106,192,6,170.72
107,95,16,27.28
107,164,38,124.08
107,175,15,153.12
108,84,29,140.8
108,48,46,161.92
108,92,25,133.76
108,59,28,117.04
108,35,40,116.16
109,11,11,157.52
110,56,36,39.6
111,149,45,111.76
111,21,14,56.32
111,177,19,58.96
111,42,13,152.24
111,114,45,194.48
112,49,18,142.56
112,186,28,183.92
112,1,7,26.4
112,157,59,132.0
113,19,47,132.88
113,15,37,72.16
113,182,31,166.32
114,171,57,114.4
115,2,33,154.0
115,145,48,113.52
115,90,41,189.2
116,133,34,139.92
116,110,39,170.72
116,161,60,27.28
117,16,51,108.24
118,145,41,113.52
118,108,28,84.48
118,124,47,124.08
119,163,6,31.68
119,49,19,142.56
119,174,52,43.12
119,115,49,182.16
119,22,14,29.04
120,107,28,49.28
120,136,20,84.48
120,145,33,113.52
120,102,21,192.72
120,30,19,169.84
121,57,60,146.08
122,136,47,84.48
122,65,50,49.28
123,139,41,193.6
123,179,12,31.68
124,105,48,65.12
125,130,50,170.72
125,194,12,35.2
125,161,51,27.28
125,132,11,44.88
125,118,58,186.56
126,145,35,113.52
126,199,10,40.48
127,61,8,79.2
127,96,7,110.88
127,4,49,94.16
127,153,18,176.0
128,110,10,170.72
128,160,60,183.04
129,44,28,160.16
129,191,58,182.16
129,88,56,167.2
130,32,20,176.0
130,96,37,110.88
130,189,38,35.2
131,91,11,202.4
131,92,40,133.76
131,84,56,140.8
131,155,12,146.96
131,9,48,76.56
132,6,58,143.44
132,149,33,111.76
132,30,55,169.84
132,6,36,143.44
133,142,23,194.48
133,176,47,64.24
134,177,53,58.96
134,69,33,174.24
134,4,6,94.16
134,88,14,167.2
134,125,37,180.4
135,159,57,145.2
135,166,48,78.32
136,101,19,44.0
136,157,38,132.0
136,20,28,61.6
136,85,38,95.92
137,12,18,94.16
137,44,57,160.16
137,93,51,187.44
137,120,26,86.24
137,148,34,80.08
138,149,35,111.76
138,86,19,40.48
138,6,20,143.44
139,187,47,32.56
139,37,22,85.36
140,92,41,133.76
140,147,38,161.04
140,150,13,218.24
141,199,32,40.48
141,163,41,31.68
142,37,48,85.36
142,19,24,132.88
143,90,60,189.2
143,141,50,61.6
144,172,25,166.32
144,124,37,124.08
144,95,20,27.28
145,53,5,63.36
145,172,34,166.32
146,44,42,160.16
146,17,14,166.32
146,78,51,171.6
147,19,17,132.88
147,150,10,218.24
147,150,16,218.24
148,199,49,40.48
148,110,51,170.72
148,18,58,212.96
149,140,6,71.28
149,195,15,183.04
149,161,22,27.28
150,103,33,173.36
151,51,20,137.28
152,21,9,56.32
153,2,17,154.0
153,70,39,70.4
154,55,25,36.08
155,104,44,127.6
155,174,56,43.12
155,87,16,93.28
155,15,60,72.16
156,86,54,40.48
156,127,43,143.44
156,103,21,173.36
156,119,60,37.84
156,4,6,94.16
157,15,31,72.16
157,158,50,214.72
157,186,58,183.92
158,54,14,26.4
158,136,54,84.48
159,89,39,36.96
159,175,42,153.12
159,143,14,99.44
159,169,43,204.16
160,67,57,163.68
160,183,35,62.48
160,196,7,41.36
160,199,46,40.48
160,80,46,119.68
161,72,28,118.8
161,134,38,29.04
161,71,13,58.08
161,65,5,49.28
161,143,35,99.44
162,103,53,173.36
162,24,6,80.96
163,129,18,92.4
163,143,54,99.44
163,47,21,125.84
163,156,28,132.0
163,189,14,35.2
164,90,54,189.2
165,163,27,31.68
165,100,34,131.12
166,17,56,166.32
167,59,41,117.04
168,8,21,146.08
168,6,21,143.44
169,53,25,63.36
169,195,32,183.04
169,165,22,189.2
170,123,60,178.64
170,197,22,191.84
171,85,5,95.92
172,153,33,176.0
172,55,42,36.08
172,14,55,56.32
172,54,59,26.4
172,189,28,35.2
173,36,24,208.56
173,176,6,64.24
173,29,14,40.48
173,3,13,105.6
174,25,53,185.68
174,44,34,160.16
174,175,30,153.12
175,86,7,40.48
175,150,20,218.24
175,52,55,81.84
175,161,49,27.28
176,60,41,67.76
176,111,49,34.32
176,27,51,127.6
176,6,8,143.44
176,82,9,163.68
177,135,32,64.24
177,1,16,26.4
178,129,12,92.4
178,136,27,84.48
178,128,9,85.36
178,90,18,189.2
178,58,51,31.68
179,68,22,150.48
180,105,55,65.12
181,177,7,58.96
181,168,34,95.04
181,140,23,71.28
182,103,32,173.36
182,82,39,163.68
182,108,29,84.48
183,163,5,31.68
183,62,43,61.6
184,62,57,61.6
184,51,47,137.28
184,30,10,169.84
184,159,55,145.2
185,84,48,140.8
185,166,33,78.32
185,141,47,61.6
185,81,34,209.44
185,148,5,80.08
186,88,42,167.2
186,140,29,71.28
186,61,57,79.2
186,162,55,219.12
186,191,60,182.16
187,135,22,64.24
187,157,47,132.0
187,174,57,43.12
187,83,9,65.12
188,196,21,41.36
188,68,58,150.48
188,122,59,150.48
188,185,27,58.08
188,134,42,29.04
189,194,38,35.2
190,94,20,146.96
190,173,16,157.52
191,83,29,65.12
192,180,21,51.04
192,97,11,216.48
193,78,33,171.6
193,170,10,73.92
193,71,30,58.08
193,75,33,162.8
193,178,12,33.44
194,195,38,183.04
194,39,5,38.72
195,170,20,73.92
195,160,28,183.04
195,134,26,29.04
195,98,21,124.08
195,5,40,50.16
196,152,16,182.16
197,66,20,29.04
197,68,58,150.48
197,113,10,101.2
198,33,32,202.4
198,75,44,162.8
199,97,28,216.48
199,11,50,157.52
199,193,23,168.96
199,105,32,65.12
200,99,59,193.6
200,149,13,111.76
201,96,9,110.88
201,171,18,114.4
201,85,60,95.92
201,19,10,132.88
201,194,33,35.2
202,165,53,189.2
202,7,11,106.48
202,152,41,182.16
202,119,34,37.84
203,17,33,166.32
203,102,36,192.72
204,190,17,57.2
204,103,39,173.36
205,197,29,191.84
205,198,34,36.08
205,31,10,58.96
206,128,10,85.36
207,15,57,72.16
207,175,17,153.12
207,183,26,62.48
207,124,60,124.08
208,150,13,218.24
208,105,57,65.12
208,13,60,158.4
208,161,14,27.28
209,48,39,161.92
210,99,21,193.6
210,170,59,73.92
210,77,40,139.92
211,79,24,170.72
212,79,17,170.72
212,34,8,87.12
212,54,39,26.4
213,182,42,166.32
213,37,28,85.36
213,88,17,167.2
213,117,50,85.36
214,3,39,105.6
214,18,31,212.96
214,145,57,113.52
215,75,17,162.8
215,182,18,166.32
215,152,44,182.16
215,117,30,85.36
216,15,16,72.16
216,112,59,53.68
217,153,36,176.0
218,128,19,85.36
218,173,51,157.52
219,41,14,211.2
219,200,50,219.12
219,53,38,63.36
219,26,34,59.84
219,25,17,185.68
220,169,58,204.16
220,66,50,29.04
221,15,49,72.16
221,35,7,116.16
222,82,50,163.68
222,144,51,69.52
222,40,24,171.6
222,67,25,163.68
222,141,58,61.6
223,9,25,76.56
223,98,14,124.08
223,165,23,189.2
223,58,46,31.68
224,39,51,38.72
224,48,32,161.92
224,86,48,40.48
224,103,12,173.36
225,168,38,95.04
225,135,9,64.24
226,24,17,80.96
226,125,22,180.4
226,78,43,171.6
226,150,39,218.24
227,70,54,70.4
227,196,59,41.36
227,59,42,117.04
227,77,7,139.92
228,50,14,190.96
228,169,24,204.16
228,13,16,158.4
229,85,52,95.92
229,94,16,146.96
230,117,11,85.36
230,192,40,170.72
230,29,55,40.48
230,42,43,152.24
230,101,34,44.0
231,25,31,185.68
231,166,49,78.32
231,34,31,87.12
231,148,58,80.08
231,91,9,202.4
232,93,15,187.44
232,170,10,73.92
233,39,21,38.72
233,25,11,185.68
233,62,12,61.6
234,31,25,58.96
234,120,20,86.24
234,42,41,152.24
234,138,7,215.6
234,130,21,170.72
235,53,13,63.36
235,62,51,61.6
235,137,37,79.2
235,62,11,61.6
235,4,11,94.16
236,177,52,58.96
236,59,10,117.04
237,109,30,78.32
238,31,10,58.96
238,170,42,73.92
238,56,19,39.6
238,63,43,38.72
238,199,55,40.48
239,154,26,215.6
240,78,26,171.6
240,22,56,29.04
241,82,31,163.68
242,38,51,28.16
242,131,48,74.8
243,51,19,137.28
243,176,26,64.24
244,128,38,85.36
245,51,60,137.28
246,167,50,154.88
247,35,21,116.16
247,178,24,33.44
247,14,52,56.32
247,120,58,86.24
248,99,57,193.6
248,164,55,124.08
248,132,24,44.88
248,192,42,170.72
249,65,53,49.28
250,118,40,186.56
250,61,36,79.2
250,148,48,80.08
250,182,8,166.32
250,101,47,44.0
251,98,30,124.08
251,23,19,206.8
251,168,48,95.04
252,79,5,170.72
252,77,36,139.92
252,155,6,146.96
252,29,56,40.48
253,118,14,186.56
253,86,39,40.48
253,55,10,36.08
254,75,26,162.8
255,105,47,65.12
255,138,56,215.6
255,62,12,61.6
255,56,48,39.6
256,70,26,70.4
256,39,28,38.72
256,43,19,104.72
256,90,57,189.2
257,130,55,170.72
257,156,17,132.0
257,42,30,152.24
258,63,34,38.72
259,174,11,43.12
259,142,52,194.48
259,193,37,168.96
260,20,37,61.6
260,160,26,183.04
260,114,22,194.48
260,76,28,170.72
261,134,56,29.04
261,174,8,43.12
261,168,36,95.04
261,127,28,143.44
262,143,29,99.44
263,192,34,170.72
263,9,25,76.56
263,124,13,124.08
263,2,22,154.0
263,37,17,85.36
264,45,52,171.6
264,151,46,168.08
264,72,45,118.8
264,196,20,41.36
265,141,31,61.6
265,167,10,154.88
265,174,45,43.12
265,98,36,124.08
266,42,58,152.24
266,148,36,80.08
266,13,55,158.4
267,16,15,108.24
267,79,52,170.72
267,134,15,29.04
267,175,24,153.12
267,14,42,56.32
268,70,24,70.4
268,122,17,150.48
269,175,21,153.12
270,69,12,174.24
270,53,44,63.36
270,116,37,216.48
270,105,45,65.12
271,72,53,118.8
271,138,35,215.6
272,71,30,58.08
273,162,12,219.12
273,67,33,163.68
273,198,5,36.08
274,91,43,202.4
274,93,21,187.44
274,63,9,38.72
275,183,12,62.48
275,79,15,170.72
275,166,16,78.32
275,186,45,183.92
276,191,58,182.16
276,88,30,167.2
276,101,36,44.0
276,87,27,93.28
277,189,38,35.2
277,106,47,76.56
277,74,13,142.56
277,55,26,36.08
277,175,9,153.12
278,147,47,161.04
279,147,51,161.04
279,71,55,58.08
280,172,59,166.32
280,194,20,35.2
281,74,13,142.56
281,166,50,78.32
281,181,29,50.16
281,157,22,132.0
282,70,43,70.4
282,55,19,36.08
282,80,11,119.68
282,93,48,187.44
282,146,56,100.32
283,19,12,132.88
283,84,18,140.8
283,1,34,26.4
283,162,53,219.12
283,36,33,208.56
284,143,43,99.44
284,9,7,76.56
284,138,57,215.6
284,120,12,86.24
284,124,19,124.08
285,146,19,100.32
285,56,40,39.6
285,54,23,26.4
285,148,39,80.08
285,183,6,62.48
286,69,32,174.24
286,96,9,110.88
286,162,22,219.12
286,186,10,183.92
286,150,12,218.24
287,58,47,31.68
287,15,56,72.16
287,96,39,110.88
287,85,47,95.92
288,35,32,116.16
288,117,48,85.36
288,182,44,166.32
288,117,17,85.36
288,88,44,167.2
289,195,17,183.04
289,20,52,61.6
289,133,6,139.92
290,198,21,36.08
290,52,40,81.84
291,190,51,57.2
292,53,31,63.36
292,4,58,94.16
292,165,51,189.2
293,91,45,202.4
293,42,41,152.24
293,162,25,219.12
293,91,24,202.4
293,27,7,127.6
294,8,56,146.08
294,183,34,62.48
294,198,11,36.08
294,88,11,167.2
295,22,26,29.04
295,82,35,163.68
295,33,59,202.4
295,28,38,47.52
296,91,21,202.4
296,169,6,204.16
297,112,54,53.68
297,188,51,32.56
297,99,15,193.6
297,112,13,53.68
297,36,5,208.56
298,8,5,146.08
298,23,34,206.8
298,200,7,219.12
298,53,41,63.36
299,144,34,69.52
299,125,54,180.4
299,164,18,124.08
299,2,20,154.0
299,53,27,63.36
300,52,33,81.84
300,117,41,85.36
